"id","y"
1,0.624787527778856
2,1.01422270599132
3,2.14900168603628
4,-0.412360833431719
5,2.08225208186165
6,-0.388596681950622
7,3.38934513016977
8,5.76953998058958
9,3.24569088390886
10,2.28558846219624
11,3.81676042886292
12,0.17185584313105
13,-6.72200177135433
14,2.78538629230765
15,1.91739365285942
16,5.88823027551792
17,-2.95984561267056
18,-1.28035937864086
19,0.935554546815185
20,5.66915103051612
21,2.77976138705085
22,2.1947176611309
23,3.76967929264522
24,0.825811803838512
25,0.501364796847425
26,2.4355021188808
27,3.24756292295493
28,3.61599597229469
29,1.30925446157073
30,5.31729867956299
31,1.45258645955383
32,-0.965513019870877
33,0.783069349336779
34,1.67187900271637
35,1.42673359542163
36,4.72382617857513
37,4.80615625600018
38,0.532103188210905
39,2.50381518912291
40,1.90171709034315
41,7.57511102235223
42,1.29237608466378
43,5.30941632853345
44,4.22905828522625
45,-0.521149613166136
46,0.815685804001922
47,-1.51248403603128
48,-2.43987263917027
49,-2.98564119709786
50,0.486832581006138
51,1.00975809569459
52,2.16464636347656
53,0.787496759464929
54,-2.04759294482845
55,5.37697381296853
56,1.80140319890643
57,4.24838647232086
58,1.92613057923355
59,1.76457775661192
60,4.90593378396615
61,7.45916356575381
62,5.87071074009372
63,2.96360049415563
64,3.32505591203773
65,2.59575539720508
66,1.94233779291315
67,1.06903431262694
68,-0.459909852334569
69,5.51463342071689
70,7.01203020373925
71,2.70111992841642
72,1.52740558175915
73,6.19195415403121
74,1.35866487653405
75,1.75464907026806
76,-2.34683994395872
77,4.37871817081569
78,-2.43816718014526
79,2.28432077133484
80,0.947873281459005
81,6.1950469765653
82,-1.77070693407459
83,0.676027538088085
84,2.23402204235347
85,-1.98400602820753
86,6.28189878674583
87,-3.55276798828505
88,1.26710944314447
89,4.09076685500743
90,-2.67095434591294
91,1.09780373878993
92,-2.62424147375294
93,0.869513382710691
94,2.35016240561505
95,2.80808758891491
96,2.72698354091229
97,0.258185378515709
98,2.48199556730654
99,0.906989503874974
100,3.533094345631
101,2.13866380891287
102,2.0617277905693
103,-0.851717751174858
104,-4.85926261754681
105,-0.379495650492658
106,2.42797588512326
107,4.41642607711238
108,3.41395331064888
109,3.81991618825985
110,2.234102424684
111,3.26444098158577
112,3.46429953758829
113,2.5648182762792
114,5.2600678982933
115,0.287632132004894
116,3.92361408837373
117,6.74286492755267
118,-1.87368245478391
119,2.32420999210562
120,4.63815766416281
121,2.62837440795028
122,-1.36445970560932
123,-0.445151756945837
124,2.1450907523248
125,-1.92631524895073
126,0.235324773645085
127,2.58453965691106
128,-3.12521866451043
129,5.68516941961019
130,4.28148722680515
131,2.05766075091695
132,8.45088544269714
133,6.58889509921671
134,1.72427857637429
135,1.58398487757709
136,3.23104952365081
137,-0.879235052083987
138,4.52372456535696
139,-3.53542887180336
140,-1.19210226769888
141,1.31130303466315
142,3.93613572811454
143,-0.928881490629155
144,5.75350078540405
145,0.8990740822277
146,4.74952179744499
147,4.1755017647825
148,1.80537864519313
149,2.94888462228552
150,0.498083705638784
151,-0.768386928310133
152,-2.36444698768067
153,0.062125240670938
154,2.60703471910593
155,1.21956149392034
156,0.409163977755435
157,-2.26183004560701
158,6.07774332830043
159,-1.76562519577993
160,-0.228856724020668
161,2.13310885229242
162,1.9381524912588
163,3.80395028332166
164,-0.381140258807058
165,2.18021941882169
166,5.11214134442558
167,1.95584703289483
168,-2.09332449869076
169,-1.39711216325619
170,-0.356523306193291
171,0.353487144006866
172,-1.82683698871985
173,4.88684182651705
174,1.77070183062524
175,4.20456423601791
176,0.917240312201212
177,-2.20361426046172
178,0.501477852797985
179,4.54245704768364
180,4.74925942606044
181,1.45786026757768
182,4.97258299224384
183,4.29942964019964
184,1.90874005015152
185,1.88472788998804
186,-1.72961745478322
187,-0.0102463230618072
188,5.04776113690787
189,-1.19773096096958
190,-0.214212560226113
191,2.73300213515828
192,-3.09988179105387
193,-3.71107412034635
194,6.61808766999753
195,2.46720950195135
